price_date,predicted_price
2025-06-12,934.5018863677979
2025-06-13,923.9235401153564
2025-06-14,893.073320388794
2025-06-15,867.7701950073242
2025-06-16,864.210844039917
2025-06-17,891.5993213653564
2025-06-18,922.9110717773438
2025-06-19,938.1751537322998
2025-06-20,929.7125339508057
2025-06-21,919.8131084442139
2025-06-22,912.1490955352783
2025-06-23,907.537841796875
2025-06-24,926.2582302093506
2025-06-25,962.3940467834473
