price_date,predicted_price
2025-06-12,993.5922596889968
2025-06-13,1050.6894495316028
2025-06-14,1065.76421190762
2025-06-15,1023.2396399038544
2025-06-16,942.7924337582872
2025-06-17,903.9984908566157
2025-06-18,901.382520825674
2025-06-19,954.9434134757139
2025-06-20,1011.3082765323079
2025-06-21,1028.1579383285525
2025-06-22,991.2414998626773
2025-06-23,879.7871686118169
2025-06-24,839.4672225268987
2025-06-25,844.5055392786162
